name,cp,appearances,avg_placement,best_placement,worst_placement,median_placement,placement_std,total_wins,total_losses,total_ties,win_rate,top8_finishes,top16_finishes,top32_finishes,top64_finishes,day2_appearances,day2_rate,top8_rate,top16_rate,placement_consistency
James C,1334,2,65.5,59,72,65.5,9.192388155425117,15,7,4,0.5769230769230769,0,0,0,1,2,1.0,0.0,0.0,0.09811243299910322
Tdtipton07,720,1,66.0,66,66,66.0,0.0,8,5,0,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Cameron Kawasaki,680,2,66.5,42,91,66.5,34.64823227814083,14,8,4,0.5384615384615384,0,0,0,1,2,1.0,0.0,0.0,0.028051881849221198
Armando A Cervantes,560,2,66.5,56,77,66.5,14.849242404917497,15,8,3,0.5769230769230769,0,0,0,1,2,1.0,0.0,0.0,0.06309449842787015
Matt Bacnis,700,2,67.0,56,78,67.0,15.556349186104045,15,8,3,0.5769230769230769,0,0,0,1,2,1.0,0.0,0.0,0.0603997891539587
angus johnson,905,1,68.0,68,68,68.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Juan Mora,640,1,70.0,70,70,70.0,0.0,7,3,3,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Christian Chase,700,1,70.0,70,70,70.0,0.0,7,3,3,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Tyler Mathews,802,2,71.0,53,89,71.0,25.45584412271571,14,7,5,0.5384615384615384,0,0,0,1,2,1.0,0.0,0.0,0.0377988317198079
CodMicGra,580,2,71.5,71,72,71.5,0.7071067811865476,14,6,6,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.585786437626905
Ryan Ginsburg,622,1,72.0,72,72,72.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Nicholas Moffitt,820,1,72.0,72,72,72.0,0.0,7,3,3,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Caleb Patton,592,1,73.0,73,73,73.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Murat Gursoz,573,1,73.0,73,73,73.0,0.0,7,3,3,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Landen Kaetler,672,1,73.0,73,73,73.0,0.0,7,3,3,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Christian D'Onofrio,990,4,73.75,54,96,72.5,17.44276354251241,29,18,5,0.5576923076923077,0,0,0,1,4,1.0,0.0,0.0,0.05422180887885377
Canaan Mellard,536,1,74.0,74,74,74.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Mateusz Laszkiewicz,815,1,74.0,74,74,74.0,0.0,7,3,3,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Tord Reklev,1175,2,74.0,61,87,74.0,18.384776310850235,15,9,2,0.5769230769230769,0,0,0,1,2,1.0,0.0,0.0,0.051586873325965094
JoRequena_,930,3,74.33333333333333,51,98,74.0,23.501772982763097,21,11,7,0.5384615384615384,0,0,0,1,3,1.0,0.0,0.0,0.040813373003802465
JuanAndree14,1430,1,75.0,75,75,75.0,0.0,7,3,3,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
James Simms,464,1,75.0,75,75,75.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
brandon salazar,682,1,75.0,75,75,75.0,0.0,7,3,3,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Casey Bennink,590,2,75.0,71,79,75.0,5.656854249492381,14,7,5,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.15022110482233483
kamal crooks,720,1,77.0,77,77,77.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Alberto Bonsanto,725,3,77.0,66,85,80.0,9.848857801796104,22,12,5,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.09217560210204276
Justin Kempley,880,1,78.0,78,78,78.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jeremy Medina,620,1,78.0,78,78,78.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Princess B,532,1,79.0,79,79,79.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
jesse spencer,659,2,79.5,79,80,79.5,0.7071067811865476,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.585786437626905
JOSE ZELAYA,737,2,80.0,67,93,80.0,18.384776310850235,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.051586873325965094
Nicole Crouthamel,600,2,80.0,69,91,80.0,15.556349186104045,15,11,0,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.0603997891539587
Corey Godfrey,527,1,80.0,80,80,80.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jack P,555,1,81.0,81,81,81.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Ethan Yi,640,1,81.0,81,81,81.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
simon trottier,695,1,82.0,82,82,82.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Anthony Ouertani,600,1,82.0,82,82,82.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Cyrus McCane,700,1,82.0,82,82,82.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Steven V,505,1,82.0,82,82,82.0,0.0,7,4,2,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Gwen D,530,1,83.0,83,83,83.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Primalbutler,660,1,83.0,83,83,83.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
George Illidge,620,1,84.0,84,84,84.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Neddy Kosek,861,1,84.0,84,84,84.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Eric Ridgeway,600,1,84.0,84,84,84.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Adam Reinhardt,665,2,84.0,76,92,84.0,11.313708498984761,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.08121030314161228
John Kriewall,587,1,85.0,85,85,85.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Noah-EX,625,1,85.0,85,85,85.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
UltrasonicGreen,599,1,85.0,85,85,85.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Charles Ames,520,1,86.0,86,86,86.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
benjamin nackman,605,1,86.0,86,86,86.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Stephen Richardson,466,1,87.0,87,87,87.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Gabriel Cruz,501,2,87.5,83,92,87.5,6.363961030678928,13,8,5,0.5,0,0,0,0,2,1.0,0.0,0.0,0.13579648178933995
Nicholas Dela Torre,600,2,87.5,81,94,87.5,9.192388155425117,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.09811243299910322
Patrik Bartošovič,845,1,88.0,88,88,88.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Owyn Kamerman,900,2,88.0,87,89,88.0,1.4142135623730951,13,8,5,0.5,0,0,0,0,2,1.0,0.0,0.0,0.4142135623730951
mike Laundrie,431,1,88.0,88,88,88.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Wisemoose,480,1,89.0,89,89,89.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Joey Gaffney,657,2,89.5,83,96,89.5,9.192388155425117,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.09811243299910322
Christopher Zervos,519,2,90.0,86,94,90.0,5.656854249492381,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.15022110482233483
Mads Jensen,835,1,90.0,90,90,90.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Chansey1026,456,1,90.0,90,90,90.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Iain Harding,744,1,90.0,90,90,90.0,0.0,6,4,3,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Liam Halliburton,735,1,90.0,90,90,90.0,0.0,6,6,1,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Cody Byrd,460,1,92.0,92,92,92.0,0.0,6,3,4,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Riley M,580,1,92.0,92,92,92.0,0.0,6,4,3,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Richard Yannow,635,1,92.0,92,92,92.0,0.0,6,3,4,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Joel Stroeve,503,1,93.0,93,93,93.0,0.0,6,4,3,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Tom Hellkamp,852,1,94.0,94,94,94.0,0.0,6,4,3,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Gwen Tran,483,2,94.0,93,95,94.0,1.4142135623730951,12,11,3,0.46153846153846156,0,0,0,0,2,1.0,0.0,0.0,0.4142135623730951
Chandler Crain,470,1,94.0,94,94,94.0,0.0,6,5,2,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Dre Alderette,680,1,95.0,95,95,95.0,0.0,6,6,1,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Jake Santiago,573,1,95.0,95,95,95.0,0.0,6,4,3,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Jose Torres,417,1,96.0,96,96,96.0,0.0,6,6,1,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Dalten Cross,605,1,97.0,97,97,97.0,0.0,6,5,2,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Victor Freitas,830,1,99.0,99,99,99.0,0.0,6,5,2,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Leonardo Walbrinch,794,1,100.0,100,100,100.0,0.0,6,5,2,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
