name,cp,appearances,avg_placement,best_placement,worst_placement,median_placement,placement_std,total_wins,total_losses,total_ties,win_rate,top8_finishes,top16_finishes,top32_finishes,top64_finishes,day2_appearances,day2_rate,top8_rate,top16_rate,placement_consistency
Shun T,664,52,175.92307692307693,11,328,164.5,75.55619805718597,417,171,88,0.6168639053254438,0,1,1,4,52,1.0,0.0,0.019230769230769232,0.013062299661916594
Richard Yannow,635,54,176.2037037037037,14,334,195.5,80.89391600362241,435,178,89,0.6196581196581197,0,1,3,6,54,1.0,0.0,0.018518518518518517,0.012210919306334882
CodMicGra,580,57,176.59649122807016,13,337,170.0,75.6202589184753,456,181,104,0.6153846153846154,0,1,3,4,57,1.0,0.0,0.017543859649122806,0.013051378501135186
Carter Malnaik,600,55,176.6727272727273,21,328,166.0,74.33484167514374,444,189,82,0.620979020979021,0,0,1,4,55,1.0,0.0,0.0,0.013274070506607885
Asher Campbell,580,67,176.88059701492537,20,336,169.0,79.69154975697533,537,217,117,0.616532721010333,0,0,3,4,67,1.0,0.0,0.0,0.012392871409853614
Joshua Wallis,577,59,176.98305084745763,4,330,197.0,88.57287892005671,479,202,86,0.6245110821382008,1,1,4,8,59,1.0,0.01694915254237288,0.01694915254237288,0.011164093552162082
Jake Santiago,573,63,177.0952380952381,43,321,166.0,77.42440939721085,505,206,108,0.6166056166056166,0,0,0,4,63,1.0,0.0,0.0,0.01275113204786933
Duncan Crowley,590,59,177.64406779661016,3,319,168.0,71.58784396709677,475,194,98,0.6192959582790091,1,1,2,4,59,1.0,0.01694915254237288,0.01694915254237288,0.01377641138443633
Alexander Dokuchaev,560,54,178.25925925925927,23,333,200.5,80.37815933171248,436,177,89,0.6210826210826211,0,0,2,6,54,1.0,0.0,0.0,0.012288309396675027
Sawyer Melban,560,63,178.33333333333334,22,315,168.0,76.70828697293781,505,210,104,0.6166056166056166,0,0,1,4,63,1.0,0.0,0.0,0.01286864038514005
Caleb Patton,592,48,179.41666666666666,6,327,169.5,85.3353418424974,387,163,74,0.6201923076923077,2,2,3,5,48,1.0,0.041666666666666664,0.041666666666666664,0.011582742115324127
aiden toler,540,52,179.42307692307693,13,327,203.0,88.04574260205264,421,177,78,0.6227810650887574,0,1,3,7,52,1.0,0.0,0.019230769230769232,0.011230183170789217
djeskay,520,41,179.53658536585365,30,329,174.0,69.80261369066906,330,135,68,0.6191369606003753,0,0,1,2,41,1.0,0.0,0.0,0.01412377238457495
Dylan K,530,39,179.6153846153846,29,348,207.0,79.59291669906291,313,127,67,0.6173570019723866,0,0,1,3,39,1.0,0.0,0.0,0.012408038335850767
Charles Ames,520,47,179.6595744680851,25,337,168.0,81.12424089435014,377,154,80,0.6170212765957447,0,0,1,5,47,1.0,0.0,0.0,0.012176672674350363
JIE R,520,41,179.70731707317074,9,328,207.0,81.34194609868854,333,143,57,0.624765478424015,0,1,2,3,41,1.0,0.0,0.024390243902439025,0.012144478572336378
Ryan Miller,562,62,179.74193548387098,23,299,170.5,66.99741504283578,497,204,105,0.6166253101736973,0,0,2,4,62,1.0,0.0,0.0,0.014706441404721608
Paolo De La Cruz,540,50,179.86,28,311,198.5,71.704043093248,404,170,76,0.6215384615384615,0,0,1,3,50,1.0,0.0,0.0,0.013754393255921548
Nicole Crouthamel,600,66,179.8939393939394,8,325,198.0,69.33200588203863,532,230,96,0.62004662004662,1,1,2,4,66,1.0,0.015151515151515152,0.015151515151515152,0.014218277830397835
Jack P,555,58,180.51724137931035,6,317,203.0,83.43907145269584,470,201,83,0.623342175066313,1,1,3,7,58,1.0,0.017241379310344827,0.017241379310344827,0.011842858795056936
Aaron Collins,70,1,181.0,181,181,181.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Chloe Edwards,208,1,181.0,181,181,181.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Asher J,570,54,181.25925925925927,15,321,201.0,84.52937084404454,430,170,102,0.6125356125356125,0,1,3,6,54,1.0,0.0,0.018518518518518517,0.011691890050534968
Drew Hughes,145,1,183.0,183,183,183.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
matthew wood,514,48,183.16666666666666,29,327,210.0,83.58314330037864,388,168,68,0.6217948717948718,0,0,1,4,48,1.0,0.0,0.0,0.011822686660493539
Cristian Perez,505,44,183.38636363636363,28,303,205.5,76.26154991718744,355,151,66,0.6206293706293706,0,0,2,4,44,1.0,0.0,0.0,0.01294304865837984
Armando A Cervantes,560,59,183.83050847457628,4,318,201.0,74.42843184548748,475,206,86,0.6192959582790091,1,1,2,3,59,1.0,0.01694915254237288,0.01694915254237288,0.013257600291206706
Caleb Rodriguez52,162,1,184.0,184,184,184.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Sage Long,183,1,184.0,184,184,184.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Olivia Diaz,181,1,184.0,184,184,184.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Justin T,569,53,184.0566037735849,7,305,203.0,80.26360778333901,424,175,90,0.6153846153846154,1,1,3,6,53,1.0,0.018867924528301886,0.018867924528301886,0.012305631355503563
TERRENCE MILLER,530,43,184.8139534883721,25,329,196.0,74.49744508688856,341,137,81,0.6100178890876565,0,0,2,3,43,1.0,0.0,0.0,0.013245481338462768
Tyler Perry,553,51,185.2941176470588,33,333,186.0,73.2033589714699,408,178,77,0.6153846153846154,0,0,0,3,51,1.0,0.0,0.0,0.013476478879945117
John Kriewall,587,56,185.58928571428572,21,334,175.0,81.8621406080678,445,196,87,0.6112637362637363,0,0,1,4,56,1.0,0.0,0.0,0.012068237589105149
Thomas Cruz,225,1,186.0,186,186,186.0,0.0,7,1,5,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Henry Ward,132,1,186.0,186,186,186.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Nathaniel Nelson,228,1,186.0,186,186,186.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Nolan Wright,207,1,186.0,186,186,186.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Lily Thompson,272,1,186.0,186,186,186.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
bryan okrey,561,57,186.01754385964912,23,345,189.0,76.06540682391845,452,191,98,0.6099865047233468,0,0,2,3,57,1.0,0.0,0.0,0.012975990670948283
Canaan Mellard,536,52,186.1346153846154,36,328,203.5,73.92418714431163,414,174,88,0.6124260355029586,0,0,0,5,52,1.0,0.0,0.0,0.01334682481204498
Joel Stroeve,503,39,186.17948717948718,40,310,207.0,74.77400047542271,314,135,58,0.6193293885601578,0,0,0,2,39,1.0,0.0,0.0,0.013197138777493343
SiFrWiNg,540,39,186.28205128205127,25,305,197.0,78.96366543442247,313,138,56,0.6173570019723866,0,0,1,4,39,1.0,0.0,0.0,0.012505679855560043
Johnathan Starr,476,19,186.52631578947367,64,336,173.0,79.52803029334488,151,64,32,0.611336032388664,0,0,0,1,19,1.0,0.0,0.0,0.012418036258396395
William T,520,47,186.61702127659575,29,332,208.0,86.22885454505186,374,155,82,0.6121112929623568,0,0,1,5,47,1.0,0.0,0.0,0.011464096430195827
Emma Campbell,288,1,187.0,187,187,187.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Jaxon Jackson,147,1,188.0,188,188,188.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Casey Taylor,198,1,188.0,188,188,188.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Asher Chavez,151,1,188.0,188,188,188.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Tyler Kramer,490,24,188.25,62,331,208.5,88.22217506904397,190,83,39,0.6089743589743589,0,0,0,1,24,1.0,0.0,0.0,0.011207976035398788
Austin Lee,560,51,188.80392156862746,7,316,202.0,81.6595419060977,404,168,91,0.6093514328808446,1,1,2,3,51,1.0,0.0196078431372549,0.0196078431372549,0.01209781686349064
Connor Chiappetta,522,55,188.94545454545454,45,324,205.0,77.85847040715232,436,185,94,0.6097902097902098,0,0,0,3,55,1.0,0.0,0.0,0.012680945938171555
Julian Murphy,245,1,189.0,189,189,189.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Logan Wright,297,1,189.0,189,189,189.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
JUAN FLORES,550,58,189.0,27,338,198.5,82.81240690163585,457,190,107,0.6061007957559682,0,0,2,5,58,1.0,0.0,0.0,0.011931407735057922
JUNIOR CHALA,547,46,189.30434782608697,21,335,203.0,79.97634916099116,365,156,77,0.6103678929765887,0,0,2,6,46,1.0,0.0,0.0,0.012349284826509951
Malachi Ryder,425,16,190.3125,63,325,193.5,80.55202770052823,128,59,21,0.6153846153846154,0,0,0,1,16,1.0,0.0,0.0,0.012262110804554806
Kris Kavanagh,344,2,190.5,161,220,190.5,41.71930009000631,16,7,3,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.023408623219319517
Rafal Gladysz,554,60,190.63333333333333,25,326,210.0,79.46728709043819,474,198,108,0.6076923076923076,0,0,1,6,60,1.0,0.0,0.0,0.012427410394438768
Evan Lubeley,534,56,191.41071428571428,23,317,205.5,72.61674657485615,443,187,98,0.6085164835164835,0,0,2,3,56,1.0,0.0,0.0,0.013583865717064311
Blastobro,547,48,192.4375,13,335,210.0,93.4838491569078,377,158,89,0.6041666666666666,0,1,2,7,48,1.0,0.0,0.020833333333333332,0.010583819445578643
Andrea Ceolin,532,42,192.47619047619048,4,337,206.5,75.74966412071976,334,144,68,0.6117216117216118,1,1,1,2,42,1.0,0.023809523809523808,0.023809523809523808,0.013029372981060832
Logan Ward,115,2,192.5,148,237,192.5,62.932503525602726,15,4,7,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.015641496028691183
Chloe Wright,212,1,193.0,193,193,193.0,0.0,7,1,5,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Lennon Baugh,540,53,193.0943396226415,23,335,205.0,77.99538057103703,418,178,93,0.6066763425253991,0,0,1,4,53,1.0,0.0,0.0,0.012658968065869934
Zhen Zhang,461,16,193.1875,26,315,211.0,88.67635442063083,130,62,16,0.625,0,0,1,2,16,1.0,0.0,0.0,0.011151211559174859
Ryan Krats,490,27,193.22222222222223,67,308,187.0,73.02388088486656,214,94,43,0.6096866096866097,0,0,0,0,27,1.0,0.0,0.0,0.01350915391149723
gabe shumway,580,54,193.27777777777777,24,336,202.0,76.61676664293273,423,180,99,0.6025641025641025,0,0,1,3,54,1.0,0.0,0.0,0.01288381419700705
Rich Cornwall,546,39,193.46153846153845,27,326,205.0,83.16877138934395,309,133,65,0.6094674556213018,0,0,2,3,39,1.0,0.0,0.0,0.011880891018050472
dca7789,400,7,193.57142857142858,94,272,218.0,61.54634335971863,56,24,11,0.6153846153846154,0,0,0,0,7,1.0,0.0,0.0,0.01598814489040177
olivia a,543,53,193.83018867924528,29,331,195.0,70.59874041398075,412,170,107,0.5979680696661829,0,0,1,1,53,1.0,0.0,0.0,0.013966726149343469
Sky Delacruz,517,41,194.0487804878049,30,338,205.0,77.49385498848028,323,140,70,0.6060037523452158,0,0,1,2,41,1.0,0.0,0.0,0.01273985078381944
jac carter,477,20,195.2,68,293,204.5,61.72826700441558,160,73,27,0.6153846153846154,0,0,0,0,20,1.0,0.0,0.0,0.015941776295678754
Ludwig Llanos,519,50,195.2,59,350,187.5,80.02576115838944,395,178,77,0.6076923076923076,0,0,0,1,50,1.0,0.0,0.0,0.012341753853384931
Sachit S,512,41,195.5609756097561,36,328,207.0,81.24747650865466,325,145,63,0.6097560975609756,0,0,0,3,41,1.0,0.0,0.0,0.012158427740877532
Ben Kim,520,58,195.70689655172413,38,329,206.5,74.45450951212334,458,203,93,0.6074270557029178,0,0,0,3,58,1.0,0.0,0.0,0.013253018361206485
Parker Anderson,59,1,196.0,196,196,196.0,0.0,8,3,2,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
WILLIAM HWANG,498,21,196.33333333333334,71,304,209.0,75.58593343561574,167,76,30,0.6117216117216118,0,0,0,0,21,1.0,0.0,0.0,0.013057228072315394
Christopher Zervos,519,48,196.64583333333334,8,335,210.0,78.41582818493393,381,170,73,0.6105769230769231,1,1,1,3,48,1.0,0.020833333333333332,0.020833333333333332,0.012591948265921518
Alex W,402,15,197.4,93,288,207.0,71.18567271579303,118,50,27,0.6051282051282051,0,0,0,0,15,1.0,0.0,0.0,0.013853164518354853
Matthew Padget,490,23,198.6086956521739,11,304,211.0,88.16139081275615,183,86,30,0.6120401337792643,0,1,1,1,23,1.0,0.0,0.043478260869565216,0.011215616881751602
Troy Campbell,520,41,198.9512195121951,25,333,208.0,88.98256886028639,322,143,68,0.6041275797373359,0,0,2,4,41,1.0,0.0,0.0,0.011113263520545565
WarDragon7,520,48,199.5625,34,322,210.0,69.24237610694891,377,166,81,0.6041666666666666,0,0,0,1,48,1.0,0.0,0.0,0.014236420454761244
Justin Brothers,560,49,199.77551020408163,8,331,206.0,84.67198112572483,390,185,62,0.6122448979591837,1,1,3,5,49,1.0,0.02040816326530612,0.02040816326530612,0.01167242763456685
Corey Godfrey,527,42,199.78571428571428,24,318,209.0,73.36395596505962,330,146,70,0.6043956043956044,0,0,1,2,42,1.0,0.0,0.0,0.013447374968457252
Hunter North,537,49,200.28571428571428,41,336,205.0,74.69967648301207,386,177,74,0.6059654631083202,0,0,0,2,49,1.0,0.0,0.0,0.013210096085739708
Gwen D,530,54,200.38888888888889,24,313,209.0,75.53592589376879,429,200,73,0.6111111111111112,0,0,1,4,54,1.0,0.0,0.0,0.013065759489053435
Chris Wigelsworth,480,26,200.80769230769232,59,305,202.5,65.03108132625151,203,90,45,0.6005917159763313,0,0,0,1,26,1.0,0.0,0.0,0.01514438321945876
Isabella Sanders,221,2,201.0,177,225,201.0,33.94112549695428,16,7,3,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.028619570370942038
Rosh P,520,49,201.69387755102042,14,330,212.0,86.1399549380814,383,174,80,0.6012558869701727,0,1,2,6,49,1.0,0.0,0.02040816326530612,0.011475792025719602
Omar Quezada,407,12,202.08333333333334,92,320,212.5,81.99607344626973,96,47,13,0.6153846153846154,0,0,0,0,12,1.0,0.0,0.0,0.012048762772462763
Logan Hendrickson,400,6,202.83333333333334,67,309,235.0,108.81252991575312,47,21,10,0.6025641025641025,0,0,0,0,6,1.0,0.0,0.0,0.009106428936362619
Jonathan Means,446,13,203.15384615384616,25,300,213.0,74.96871142221728,103,49,17,0.6094674556213018,0,0,1,1,13,1.0,0.0,0.0,0.013163313965432707
Yizhi Ren,510,46,203.41304347826087,11,325,214.0,83.49546257451,360,158,80,0.6020066889632107,0,1,4,4,46,1.0,0.0,0.021739130434782608,0.011834955032267886
Wyatt Green,128,2,203.5,184,223,203.5,27.577164466275352,16,7,3,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.034992974939138055
Matt Mitchell,502,40,203.7,93,330,209.5,66.94858340930614,311,140,69,0.5980769230769231,0,0,0,0,40,1.0,0.0,0.0,0.01471701027196163
Collin Merli-Matthews,483,22,204.5909090909091,93,299,213.5,67.32908456013365,173,80,33,0.6048951048951049,0,0,0,0,22,1.0,0.0,0.0,0.01463505630782951
Abigail Castillo,302,2,205.0,185,225,205.0,28.284271247461902,16,7,3,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.03414802408943918
Joel Sanchez,256,2,205.5,187,224,205.5,26.16295090390226,16,7,3,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.036814851359037684
Ramon Luis Morales Díaz,377,4,205.5,104,251,233.5,68.31544481301428,32,15,5,0.6153846153846154,0,0,0,0,4,1.0,0.0,0.0,0.01442679914552385
Destynn Hatcher,500,48,205.77083333333334,31,314,214.0,62.96275142793465,379,177,68,0.6073717948717948,0,0,1,1,48,1.0,0.0,0.0,0.01563409918547167
Ryan Moore,174,2,206.0,180,232,206.0,36.76955262170047,16,7,3,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.026476352791784213
Scott DeGraw,474,22,206.0,25,324,214.5,83.60394157944377,171,76,39,0.5979020979020979,0,0,1,1,22,1.0,0.0,0.0,0.011819780276560662
Eric Aubertin,488,24,206.125,103,315,209.0,53.29598443149108,186,82,44,0.5961538461538461,0,0,0,0,24,1.0,0.0,0.0,0.018417568269008325
Eric Brodeur,458,18,206.61111111111111,66,320,215.5,72.97553086189345,142,68,24,0.6068376068376068,0,0,0,0,18,1.0,0.0,0.0,0.013517983424369365
Serena Shafer,498,20,206.75,70,304,216.0,75.19859671143087,157,73,30,0.6038461538461538,0,0,0,0,20,1.0,0.0,0.0,0.013123601262462434
Christian Solis,518,43,207.06976744186048,41,317,213.0,76.70611677007662,333,152,74,0.5957066189624329,0,0,0,2,43,1.0,0.0,0.0,0.012868999784906045
Alex Remick,480,21,207.14285714285714,25,324,215.0,72.07169049931167,164,75,34,0.6007326007326007,0,0,1,1,21,1.0,0.0,0.0,0.01368519043649907
Gabriel Cruz,501,45,207.35555555555555,43,333,210.0,79.26771541473052,350,162,73,0.5982905982905983,0,0,0,2,45,1.0,0.0,0.0,0.012458308983047032
Julian Gray,97,2,208.0,121,295,208.0,123.03657992645927,16,7,3,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.00806213780316174
Jamie Garcia,199,1,208.0,208,208,208.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Kaleb Jacobson,460,29,208.41379310344828,24,326,212.0,91.37736404656529,224,104,49,0.5941644562334217,0,0,1,2,29,1.0,0.0,0.0,0.01082516274761773
Grayson Morales,260,2,208.5,188,229,208.5,28.991378028648448,16,7,3,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.03334291605556694
Wisemoose,480,19,208.89473684210526,68,323,212.0,79.45431583050456,147,67,33,0.5951417004048583,0,0,0,0,19,1.0,0.0,0.0,0.012429414005666632
Isaiah Diaz,203,2,209.5,192,227,209.5,24.748737341529164,16,7,3,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.03883685583242708
Ryan Stewart,218,3,210.0,180,227,223.0,26.057628441590765,24,11,4,0.6153846153846154,0,0,0,0,3,1.0,0.0,0.0,0.0369581540436442
Simon Luong,353,6,210.0,100,326,216.0,88.55280910281729,47,23,8,0.6025641025641025,0,0,0,0,6,1.0,0.0,0.0,0.01116659555427101
douglas cox,459,24,210.33333333333334,96,327,208.5,76.704779436524,186,88,38,0.5961538461538461,0,0,0,0,24,1.0,0.0,0.0,0.012869221266072657
Liam Petrie,332,3,210.33333333333334,171,240,220.0,35.50117368951812,23,9,7,0.5897435897435898,0,0,0,0,3,1.0,0.0,0.0,0.027396379319363246
Chandler Crain,470,22,210.36363636363637,123,302,216.5,56.10920088757658,174,86,26,0.6083916083916084,0,0,0,0,22,1.0,0.0,0.0,0.017510313302554686
Sable Creech,480,23,210.43478260869566,68,316,243.0,81.62877505509958,176,79,44,0.5886287625418061,0,0,0,0,23,1.0,0.0,0.0,0.01210232148949524
Reed Casterlin,424,14,210.5,120,306,222.0,63.73472667718427,110,53,19,0.6043956043956044,0,0,0,0,14,1.0,0.0,0.0,0.015447659260025108
Addison Jackson,128,2,210.5,115,306,210.5,135.0573952066306,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.00734983937096031
Alexander Leksan,390,11,210.8181818181818,106,335,213.0,71.8259259346069,86,40,17,0.6013986013986014,0,0,0,0,11,1.0,0.0,0.0,0.013731373644297185
Michael c,401,11,210.8181818181818,67,322,216.0,83.30044199380718,86,42,15,0.6013986013986014,0,0,0,0,11,1.0,0.0,0.0,0.011862334008562627
Hunter Clark,186,3,211.0,190,223,220.0,18.24828759089466,24,11,4,0.6153846153846154,0,0,0,0,3,1.0,0.0,0.0,0.05195267346655018
Cyrus Davis,521,51,211.23529411764707,37,327,213.0,73.08613773768433,390,172,101,0.5882352941176471,0,0,0,2,51,1.0,0.0,0.0,0.013497801755311971
Nolan Rivera,193,2,211.5,183,240,211.5,40.30508652763321,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.02421009333392868
Tsz chun Christopher Chan,420,14,211.78571428571428,101,330,212.5,66.20385600137314,108,51,23,0.5934065934065934,0,0,0,0,14,1.0,0.0,0.0,0.014880098546422211
Carter Hernandez,309,3,212.33333333333334,113,303,221.0,95.29602999775663,24,12,3,0.6153846153846154,0,0,0,0,3,1.0,0.0,0.0,0.010384644102392348
Nathan Sanders,83,2,212.5,191,234,212.5,30.405591591021544,16,7,3,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.03184146355281163
jonathan rodriguez,506,33,213.0,26,321,216.0,68.03905128674268,255,118,56,0.5944055944055944,0,0,1,1,33,1.0,0.0,0.0,0.014484555934099669
Wyatt Alvarez,213,3,213.0,103,308,228.0,103.31989159885913,24,12,3,0.6153846153846154,0,0,0,0,3,1.0,0.0,0.0,0.00958589953146516
Gavin Jewan,354,4,213.25,130,276,223.5,61.61912581874776,31,15,6,0.5961538461538461,0,0,0,0,4,1.0,0.0,0.0,0.015969561805997082
Steven V,505,55,213.6727272727273,26,336,220.0,75.18102955790913,423,197,95,0.5916083916083916,0,0,1,1,55,1.0,0.0,0.0,0.013126627531856188
Steven Martin,487,24,213.70833333333334,51,329,213.0,82.28818879093618,185,89,38,0.592948717948718,0,0,0,1,24,1.0,0.0,0.0,0.012006504337729396
Travis Beckwith,480,26,214.07692307692307,41,339,219.5,93.29176730105313,198,93,47,0.5857988165680473,0,0,0,2,26,1.0,0.0,0.0,0.010605379755023759
Zach Cohen,356,4,214.25,143,288,213.0,68.02144269762783,30,12,10,0.5769230769230769,0,0,0,0,4,1.0,0.0,0.0,0.014488251200150131
Tucker L,492,23,214.43478260869566,26,324,221.0,86.274838893428,177,82,40,0.5919732441471572,0,0,1,1,23,1.0,0.0,0.0,0.011458056098174045
Brock Davis,497,26,214.53846153846155,99,341,213.0,64.95920613383804,201,98,39,0.5946745562130178,0,0,0,0,26,1.0,0.0,0.0,0.01516088592653612
Demarco Jordan,427,24,214.75,37,343,223.0,82.48280453208572,187,91,34,0.5993589743589743,0,0,0,1,24,1.0,0.0,0.0,0.01197851468460982
Sebastian Nguyen,130,1,215.0,215,215,215.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Evelyn E,480,25,215.56,40,336,214.0,90.83000605526789,193,97,35,0.5938461538461538,0,0,0,2,25,1.0,0.0,0.0,0.010889686747904057
Andrew O. Mendoza,52,3,215.66666666666666,131,293,223.0,81.24858973135062,24,12,3,0.6153846153846154,0,0,0,0,3,1.0,0.0,0.0,0.012158263178326946
Taylor Johnson,417,16,215.75,67,323,223.5,71.87628259725179,124,58,26,0.5961538461538461,0,0,0,0,16,1.0,0.0,0.0,0.013721885425008089
Ken X,460,18,216.0,126,308,214.0,47.23657605761725,141,70,23,0.6025641025641025,0,0,0,0,18,1.0,0.0,0.0,0.020731156349188793
Brandon Lane,403,13,216.07692307692307,27,337,240.0,92.49636167480818,99,45,25,0.5857988165680473,0,0,1,1,13,1.0,0.0,0.0,0.010695603359178003
BALDEMAR MERLO,477,19,216.3684210526316,53,333,213.0,82.14635349066242,146,72,29,0.5910931174089069,0,0,0,1,19,1.0,0.0,0.0,0.012026985646608097
xMagicMuffinx,410,16,216.9375,124,310,217.0,52.75663465385183,126,64,18,0.6057692307692307,0,0,0,0,16,1.0,0.0,0.0,0.018602354973282293
Yehoshua Tate,497,25,217.24,94,316,212.0,58.59342966579103,191,90,44,0.5876923076923077,0,0,0,0,25,1.0,0.0,0.0,0.016780373366798173
Noah Miller,206,2,217.5,199,236,217.5,26.16295090390226,16,7,3,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.036814851359037684
Nickon Bostandoustnik,497,27,217.55555555555554,66,318,212.0,67.44760549626271,208,102,41,0.5925925925925926,0,0,0,0,27,1.0,0.0,0.0,0.014609714872415818
Chansey1026,456,17,217.76470588235293,41,328,220.0,81.15920266039205,132,63,26,0.5972850678733032,0,0,0,2,17,1.0,0.0,0.0,0.0121714910517515
CORY KOEHLER,450,19,217.8421052631579,43,303,238.0,73.300191873248,148,73,26,0.5991902834008097,0,0,0,1,19,1.0,0.0,0.0,0.013458915445412906
Armando Arce,454,19,217.89473684210526,26,325,237.0,74.50793748680748,148,72,27,0.5991902834008097,0,0,1,1,19,1.0,0.0,0.0,0.013243640778490566
Andrew Tucker,465,26,218.65384615384616,8,318,229.0,76.4737561822053,202,98,38,0.5976331360946746,1,1,1,1,26,1.0,0.038461538461538464,0.038461538461538464,0.012907596704723693
Noah Kaiser,380,6,218.66666666666666,100,333,216.0,74.44908774905618,46,22,10,0.5897435897435898,0,0,0,0,6,1.0,0.0,0.0,0.013253970721634197
Lily Bailey,143,1,219.0,219,219,219.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Taylor Jackson,213,1,219.0,219,219,219.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Kevin Deitche,408,9,219.33333333333334,62,325,231.0,86.32207133752063,69,32,16,0.5897435897435898,0,0,0,1,9,1.0,0.0,0.0,0.011451858444066924
Bryan Ortiz,420,13,219.3846153846154,118,320,205.0,68.37828415213227,100,49,20,0.591715976331361,0,0,0,0,13,1.0,0.0,0.0,0.014413732080880039
Daniel Lin,469,21,219.47619047619048,94,317,219.0,74.21362344449909,161,78,34,0.5897435897435898,0,0,0,0,21,1.0,0.0,0.0,0.013295463696652113
Princess B,532,52,219.48076923076923,60,341,225.0,75.70232995212892,395,191,90,0.584319526627219,0,0,0,2,52,1.0,0.0,0.0,0.013037413604307914
Gwen Tran,483,28,219.5,66,305,245.0,70.36228998442171,214,102,48,0.5879120879120879,0,0,0,0,28,1.0,0.0,0.0,0.014013003229272753
Jake P,412,13,219.69230769230768,39,331,239.0,86.96779539517738,99,49,21,0.5857988165680473,0,0,0,1,13,1.0,0.0,0.0,0.011367796538582149
DOUGLAS POOL,360,6,219.83333333333334,122,349,188.5,88.96609841207305,46,24,8,0.5897435897435898,0,0,0,0,6,1.0,0.0,0.0,0.011115298069498193
Sam R,480,25,219.88,93,334,212.0,72.54442317182854,192,96,37,0.5907692307692308,0,0,0,0,25,1.0,0.0,0.0,0.013597224056861644
Adam Kim,267,1,220.0,220,220,220.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Olivia Myers,139,1,220.0,220,220,220.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Andrew Weiss,457,24,220.08333333333334,101,314,221.0,64.64412052801538,184,87,41,0.5897435897435898,0,0,0,0,24,1.0,0.0,0.0,0.015233656753360315
Landon L. Hughes,76,2,220.5,155,286,220.5,92.63098833543772,15,6,5,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.010680224760817964
Joel Bergman,460,20,220.5,60,331,226.5,75.77077620241057,154,76,30,0.5923076923076923,0,0,0,1,20,1.0,0.0,0.0,0.013025789883424422
Tanner Leonardo,374,11,220.63636363636363,96,336,252.0,85.65310587161767,85,43,15,0.5944055944055944,0,0,0,0,11,1.0,0.0,0.0,0.011540267252296373
