name,cp,appearances,avg_placement,best_placement,worst_placement,median_placement,placement_std,total_wins,total_losses,total_ties,win_rate,top8_finishes,top16_finishes,top32_finishes,top64_finishes,day2_appearances,day2_rate,top8_rate,top16_rate,placement_consistency
Zoe Thomas,318,1,315.0,315,315,315.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Emily Carter,164,1,315.0,315,315,315.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Michael Williams,157,3,315.0,300,334,311.0,17.349351572897472,20,13,6,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.05449783857632491
Sage Walker,277,1,315.0,315,315,315.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Josiah Flores,94,1,315.0,315,315,315.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Quinn Garcia,275,2,315.0,310,320,315.0,7.0710678118654755,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.12389934309929541
Julian G. Moore,57,3,315.0,291,336,318.0,22.64950330581225,21,14,4,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.04228418614416455
Sebastian Castillo,66,1,315.0,315,315,315.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jordan Williams,321,2,315.0,295,335,315.0,28.284271247461902,13,8,5,0.5,0,0,0,0,2,1.0,0.0,0.0,0.03414802408943918
Parker Watson,51,3,315.0,281,341,323.0,30.789608636681304,19,15,5,0.48717948717948717,0,0,0,0,3,1.0,0.0,0.0,0.03145682010209219
Ryan Reyes,254,1,315.0,315,315,315.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Parker Lopez,230,2,315.0,313,317,315.0,2.8284271247461903,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.2612038749637414
Jeremiah Cook,290,1,315.0,315,315,315.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sam White,273,1,315.0,315,315,315.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Joseph Hong,364,7,315.0,270,348,321.0,25.794056162870806,45,31,15,0.4945054945054945,0,0,0,0,7,1.0,0.0,0.0,0.0373217102301116
Sophia Hill,168,1,315.0,315,315,315.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Madison Ortiz,323,5,315.0,288,338,327.0,23.2163735324878,33,24,8,0.5076923076923077,0,0,0,0,5,1.0,0.0,0.0,0.041294374595702225
Sage Reed942,75,1,315.0,315,315,315.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jeremiah Cox,132,1,315.0,315,315,315.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jordan Gomez,131,1,315.0,315,315,315.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Daniel X. Sanders,200,3,315.0,260,347,338.0,47.843494855622744,19,12,8,0.48717948717948717,0,0,0,0,3,1.0,0.0,0.0,0.02047355544389106
Jeremiah G. Nelson,306,3,315.3333333333333,299,339,308.0,20.984120980716188,20,13,6,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.04548737704260134
Joshua Martinez,321,3,315.3333333333333,297,325,324.0,15.88500340992514,20,12,7,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.05922415149837589
Liam Wilson,72,3,315.3333333333333,267,343,336.0,42.00396806652121,19,14,6,0.48717948717948717,0,0,0,0,3,1.0,0.0,0.0,0.023253668090654746
Lincoln Carter,109,2,315.5,309,322,315.5,9.192388155425117,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.09811243299910322
Charlotte J. Ward,182,2,315.5,289,342,315.5,37.476659402887016,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.02598978226069613
Andrew King,305,2,315.5,292,339,315.5,33.23401871576773,13,11,2,0.5,0,0,0,0,2,1.0,0.0,0.0,0.02921071020912346
Abigail Myers,238,2,315.5,295,336,315.5,28.991378028648448,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.03334291605556694
Morgan Adams,313,2,315.5,293,338,315.5,31.81980515339464,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.030469406973202804
Isabella Price,263,2,315.5,287,344,315.5,40.30508652763321,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.02421009333392868
Quinn Jones,64,2,315.5,288,343,315.5,38.890872965260115,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.025068390979331865
Isabella Martinez,238,2,315.5,301,330,315.5,20.506096654409877,14,9,3,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.04649844256116777
Taylor Collins390,58,2,315.5,297,334,315.5,26.16295090390226,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.036814851359037684
Noah Garcia,215,5,315.6,300,337,312.0,14.152738250953417,34,25,6,0.5230769230769231,0,0,0,0,5,1.0,0.0,0.0,0.06599467260889823
Joel Howard,63,3,315.6666666666667,307,323,317.0,8.082903768654761,20,16,3,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.11009694977183565
Eli Reed,107,3,315.6666666666667,311,318,318.0,4.041451884327381,21,15,3,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.1983555576735248
Wyatt Richardson,132,3,315.6666666666667,293,343,311.0,25.32455988429677,20,14,5,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.03798733974642911
Easton Lee,72,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Eli W. Flores,75,4,316.0,297,335,316.0,16.041612554021285,26,19,7,0.5,0,0,0,0,4,1.0,0.0,0.0,0.05867989292856159
Liam Campbell,89,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Thomas Price,169,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Lily Walker316,161,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Christian Long,86,3,316.0,304,337,307.0,18.24828759089466,20,16,3,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.05195267346655018
Sophia Collins,200,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Lucas Allen,116,2,316.0,288,344,316.0,39.59797974644666,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.024631767547189955
Jacob Mendoza,162,2,316.0,313,319,316.0,4.242640687119285,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.1907435698305462
Isabella Kelly,69,4,316.0,294,341,314.5,21.802140567690444,26,19,7,0.5,0,0,0,0,4,1.0,0.0,0.0,0.04385553176603747
Luke Perez,324,2,316.0,308,324,316.0,11.313708498984761,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.08121030314161228
Henry Flores,118,2,316.0,293,339,316.0,32.526911934581186,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.02982678517935779
Luke Harris,73,2,316.0,315,317,316.0,1.4142135623730951,13,8,5,0.5,0,0,0,0,2,1.0,0.0,0.0,0.4142135623730951
Logan Flores,296,6,316.0,291,342,320.0,21.004761364985796,39,27,12,0.5,0,0,0,0,6,1.0,0.0,0.0,0.045444710052216716
Thomas Green,134,2,316.0,294,338,316.0,31.11269837220809,13,8,5,0.5,0,0,0,0,2,1.0,0.0,0.0,0.031140329237030088
Chloe Garcia,324,5,316.0,291,329,322.0,15.620499351813308,33,20,12,0.5076923076923077,0,0,0,0,5,1.0,0.0,0.0,0.06016666399923173
Easton Perez,78,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Daniel Reed,274,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sebastian Sanders,96,2,316.0,287,345,316.0,41.012193308819754,13,8,5,0.5,0,0,0,0,2,1.0,0.0,0.0,0.02380261350911348
Noah Phillips,268,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sage Morgan,103,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Asher Hill,200,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Emily Thomas,166,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jordan Moore,198,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sage Williams218,239,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jacob Stewart,158,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Layla Bennett,207,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jordan Ramirez,228,1,316.0,316,316,316.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Christopher Rodriguez,313,7,316.14285714285717,260,353,313.0,30.77027012896578,46,32,13,0.5054945054945055,0,0,0,0,7,1.0,0.0,0.0,0.03147596781332602
Nolan Clark,296,5,316.2,289,337,321.0,18.19890106572372,34,24,7,0.5230769230769231,0,0,0,0,5,1.0,0.0,0.0,0.052086314553978566
Nathan Clark,74,5,316.2,261,345,323.0,33.00303016391071,33,23,9,0.5076923076923077,0,0,0,0,5,1.0,0.0,0.0,0.029409143690416015
Logan Ortiz,205,4,316.25,299,331,317.5,13.647344063956181,26,19,7,0.5,0,0,0,0,4,1.0,0.0,0.0,0.06827176282837344
Ryan Flores,195,4,316.25,287,329,324.5,19.72097022630141,26,16,10,0.5,0,0,0,0,4,1.0,0.0,0.0,0.048260288445889775
Jamie H. Green,126,3,316.3333333333333,289,340,320.0,25.69695182961071,19,13,7,0.48717948717948717,0,0,0,0,3,1.0,0.0,0.0,0.03745745980224072
Christopher Murphy,261,3,316.3333333333333,302,329,318.0,13.576941236277534,19,15,5,0.48717948717948717,0,0,0,0,3,1.0,0.0,0.0,0.06860149765242292
Emma Scott,291,5,316.4,283,337,318.0,20.81585933849477,32,23,10,0.49230769230769234,0,0,0,0,5,1.0,0.0,0.0,0.04583821267290024
Julian Rivera,269,2,316.5,311,322,316.5,7.7781745930520225,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.11391890072356342
Ryan Anderson,203,2,316.5,301,332,316.5,21.920310216782973,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.04362942693802497
Abigail Morgan,104,2,316.5,293,340,316.5,33.23401871576773,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.02921071020912346
Connor Gomez,223,2,316.5,310,323,316.5,9.192388155425117,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.09811243299910322
Caleb Howard,139,2,316.5,309,324,316.5,10.606601717798213,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.08615786293989429
Alex Gonzalez,291,2,316.5,297,336,316.5,27.577164466275352,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.034992974939138055
Colton Green,283,2,316.5,306,327,316.5,14.849242404917497,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.06309449842787015
Colton Hall,287,2,316.5,313,320,316.5,4.949747468305833,14,11,1,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.1680743603534397
Lily Rogers,201,2,316.5,312,321,316.5,6.363961030678928,13,8,5,0.5,0,0,0,0,2,1.0,0.0,0.0,0.13579648178933995
Cameron Ward,62,2,316.5,303,330,316.5,19.091883092036785,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.04977134275663489
Harper Robinson,268,2,316.5,311,322,316.5,7.7781745930520225,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.11391890072356342
Hunter Stewart,160,3,316.6666666666667,287,332,331.0,25.69695182961071,19,14,6,0.48717948717948717,0,0,0,0,3,1.0,0.0,0.0,0.03745745980224072
Alex Cooper,318,1,317.0,317,317,317.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Caleb T. Mendoza,263,2,317.0,314,320,317.0,4.242640687119285,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.1907435698305462
Eli Rodriguez,54,2,317.0,313,321,317.0,5.656854249492381,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.15022110482233483
Asher B. Flores,215,1,317.0,317,317,317.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jamie Morgan,277,1,317.0,317,317,317.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Chloe Evans,267,1,317.0,317,317,317.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Harper Gomez,286,1,317.0,317,317,317.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Skyler Nelson,177,1,317.0,317,317,317.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Christian Morris25,222,2,317.0,306,328,317.0,15.556349186104045,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.0603997891539587
Landon Cook,59,1,317.0,317,317,317.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Emily Robinson,253,2,317.0,297,337,317.0,28.284271247461902,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.03414802408943918
Emily Flores,190,1,317.0,317,317,317.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Grayson L. Chavez,201,2,317.0,307,327,317.0,14.142135623730951,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.06604088253131131
Daniel Allen,228,4,317.0,247,346,337.5,46.88283267892417,26,20,6,0.5,0,0,0,0,4,1.0,0.0,0.0,0.02088431164266007
Colton I. White,80,1,317.0,317,317,317.0,0.0,6,4,3,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Chloe Gray,323,1,317.0,317,317,317.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Skyler Ramos,181,1,317.0,317,317,317.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Sage Hill,133,1,317.0,317,317,317.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Brody Robinson,120,2,317.0,292,342,317.0,35.35533905932738,12,8,6,0.46153846153846156,0,0,0,0,2,1.0,0.0,0.0,0.02750627626847668
Emma Myers,301,1,317.0,317,317,317.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Addison Hughes,279,3,317.3333333333333,305,327,320.0,11.239810200058244,21,15,3,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.08170061329833704
Sophia Thompson,181,3,317.3333333333333,296,340,316.0,22.03028218914441,20,15,4,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.04342109192528095
Henry Hill,309,3,317.3333333333333,294,343,315.0,24.583192089989723,20,14,5,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.03908816368506584
Eli Kelly,194,2,317.5,317,318,317.5,0.7071067811865476,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.585786437626905
Luke Hall,265,2,317.5,304,331,317.5,19.091883092036785,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.04977134275663489
Jack Ramirez,198,4,317.5,305,330,317.5,13.32916601542147,26,18,8,0.5,0,0,0,0,4,1.0,0.0,0.0,0.06978773216276304
Jayden Rodriguez,143,2,317.5,295,340,317.5,31.81980515339464,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.030469406973202804
Nathaniel Cooper,207,2,317.5,317,318,317.5,0.7071067811865476,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.585786437626905
Michael James,67,2,317.5,308,327,317.5,13.435028842544403,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.06927592669941171
Joshua Jones,171,2,317.5,315,320,317.5,3.5355339059327378,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.2204812092115424
Ava Cook,330,2,317.5,310,325,317.5,10.606601717798213,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.08615786293989429
Skyler Castillo,314,6,317.5,294,332,320.5,13.126309458488322,39,27,12,0.5,0,0,0,0,6,1.0,0.0,0.0,0.07078989759771351
Julian Ward,243,2,317.5,289,346,317.5,40.30508652763321,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.02421009333392868
Taylor Castillo,271,2,317.5,310,325,317.5,10.606601717798213,14,11,1,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.08615786293989429
Joshua Miller,238,2,317.5,317,318,317.5,0.7071067811865476,13,8,5,0.5,0,0,0,0,2,1.0,0.0,0.0,0.585786437626905
Isaiah Gonzalez324,315,3,317.6666666666667,294,341,318.0,23.501772982763097,20,14,5,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.040813373003802465
Sam H. Moore,100,3,317.6666666666667,298,338,317.0,20.008331597945226,18,10,11,0.46153846153846156,0,0,0,0,3,1.0,0.0,0.0,0.047600162599195056
Zoe Price,152,3,317.6666666666667,291,349,313.0,29.280255007997,20,15,4,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.03302482095133943
Lucas Murphy,137,3,317.6666666666667,278,343,332.0,34.78984526170436,19,14,6,0.48717948717948717,0,0,0,0,3,1.0,0.0,0.0,0.02794088637957913
Alexander Carter,125,3,317.6666666666667,294,339,320.0,22.5905584998099,20,14,5,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.04238983998653776
Ethan Moore,110,3,317.6666666666667,306,327,320.0,10.692676621563626,19,13,7,0.48717948717948717,0,0,0,0,3,1.0,0.0,0.0,0.08552361724909083
Jamie Martinez,302,3,317.6666666666667,315,320,318.0,2.516611478423583,21,15,3,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.28436465220442186
Brody Mitchell,172,4,317.75,298,335,319.0,15.173990905493518,27,19,6,0.5192307692307693,0,0,0,0,4,1.0,0.0,0.0,0.061827659347845225
Zoe Wood,151,5,317.8,307,333,317.0,10.059821071967434,34,25,6,0.5230769230769231,0,0,0,0,5,1.0,0.0,0.0,0.09041737596773886
Ryan Cooper,129,1,318.0,318,318,318.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jan-Michael Ortiz,350,1,318.0,318,318,318.0,0.0,6,4,3,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Jamie K. Ward,107,1,318.0,318,318,318.0,0.0,6,4,3,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Christian Kelly,254,1,318.0,318,318,318.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jordan N. Rivera,222,2,318.0,294,342,318.0,33.94112549695428,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.028619570370942038
Wyatt Thomas,287,2,318.0,293,343,318.0,35.35533905932738,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.02750627626847668
Wyatt Miller,195,2,318.0,290,346,318.0,39.59797974644666,12,8,6,0.46153846153846156,0,0,0,0,2,1.0,0.0,0.0,0.024631767547189955
Abigail D. Richardson,321,1,318.0,318,318,318.0,0.0,7,6,0,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Alex Baker,111,1,318.0,318,318,318.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Mateo Ramos,235,2,318.0,315,321,318.0,4.242640687119285,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.1907435698305462
Grayson O. Ward,209,1,318.0,318,318,318.0,0.0,6,3,4,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Colton Walker,156,1,318.0,318,318,318.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Michael Long,215,1,318.0,318,318,318.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Connor Scott,286,1,318.0,318,318,318.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Ryan Mitchell,124,1,318.0,318,318,318.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Alexander Miller,51,1,318.0,318,318,318.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Addison Bennett,200,1,318.0,318,318,318.0,0.0,7,6,0,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Carter Campbell,198,2,318.0,298,338,318.0,28.284271247461902,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.03414802408943918
Andrew P. Chavez,222,1,318.0,318,318,318.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Morgan Gomez,83,1,318.0,318,318,318.0,0.0,6,3,4,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Aiden Allen,318,5,318.4,259,344,326.0,34.515214036711406,32,23,10,0.49230769230769234,0,0,0,0,5,1.0,0.0,0.0,0.02815694701899639
Olivia Walker,325,5,318.4,287,352,317.0,30.35292407660257,32,22,11,0.49230769230769234,0,0,0,0,5,1.0,0.0,0.0,0.03189495172943885
Logan Roberts,138,2,318.5,313,324,318.5,7.7781745930520225,13,9,4,0.5,0,0,0,0,2,1.0,0.0,0.0,0.11391890072356342
Sebastian Richardson,220,3,318.6666666666667,310,332,314.0,11.718930554164631,20,15,4,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.07862296249998506
Christian King,154,3,318.6666666666667,307,338,311.0,16.862186493255653,20,16,3,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.05598418762325524
Landon Campbell,186,3,318.6666666666667,295,344,317.0,24.54248017893329,20,15,4,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.039150465929489946
Mia Kelly,274,4,319.0,306,331,319.5,11.51810169544733,28,21,3,0.5384615384615384,0,0,0,0,4,1.0,0.0,0.0,0.07988431667428353
Landon Johnson,118,4,319.0,289,353,317.0,30.474032661705056,26,17,9,0.5,0,0,0,0,4,1.0,0.0,0.0,0.031772223494471855
Liam Turner,111,1,319.0,319,319,319.0,0.0,7,6,0,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Adam Watson,208,2,319.0,294,344,319.0,35.35533905932738,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.02750627626847668
Sage V. Long,270,5,319.0,286,332,324.0,18.841443681416774,34,23,8,0.5230769230769231,0,0,0,0,5,1.0,0.0,0.0,0.05039955842208127
Joshua Walker,63,1,319.0,319,319,319.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Eli Mendoza,138,4,319.0,292,347,318.5,22.759613353482084,27,20,5,0.5192307692307693,0,0,0,0,4,1.0,0.0,0.0,0.04208822698932705
Nolan Perez,61,1,319.0,319,319,319.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Cameron Scott,251,2,319.0,316,322,319.0,4.242640687119285,14,10,2,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.1907435698305462
Grace Scott,244,2,319.0,316,322,319.0,4.242640687119285,14,11,1,0.5384615384615384,0,0,0,0,2,1.0,0.0,0.0,0.1907435698305462
Lincoln Turner,77,2,319.0,308,330,319.0,15.556349186104045,13,8,5,0.5,0,0,0,0,2,1.0,0.0,0.0,0.0603997891539587
Lucas Campbell,283,1,319.0,319,319,319.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Parker P. Rogers,273,3,319.0,301,346,310.0,23.811761799581316,20,16,3,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.04030346607699879
Eli Carter12,204,1,319.0,319,319,319.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Josiah Phillips,94,1,319.0,319,319,319.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Layla Parker,100,1,319.0,319,319,319.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Emma Chavez,89,1,319.0,319,319,319.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Riley Cook,194,3,319.0,306,338,313.0,16.822603841260722,20,16,3,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.056108524259789794
Parker Campbell,107,1,319.0,319,319,319.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Blake Nelson,282,3,319.0,313,330,314.0,9.539392014169456,21,15,3,0.5384615384615384,0,0,0,0,3,1.0,0.0,0.0,0.09488213349077174
Christian Mitchell,124,2,319.0,300,338,319.0,26.870057685088806,13,11,2,0.5,0,0,0,0,2,1.0,0.0,0.0,0.03588080122758503
Andrew Cruz,85,1,319.0,319,319,319.0,0.0,6,5,2,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Jackson Ward,240,1,319.0,319,319,319.0,0.0,6,4,3,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Lincoln Martinez,291,1,319.0,319,319,319.0,0.0,6,4,3,0.46153846153846156,0,0,0,0,1,1.0,0.0,0.0,1.0
Chloe Myers,214,2,319.0,306,332,319.0,18.384776310850235,13,12,1,0.5,0,0,0,0,2,1.0,0.0,0.0,0.051586873325965094
Leo White,302,4,319.0,295,345,318.0,21.72556098240043,26,17,9,0.5,0,0,0,0,4,1.0,0.0,0.0,0.044003314187686694
Jordan Long,123,2,319.0,298,340,319.0,29.698484809834994,13,10,3,0.5,0,0,0,0,2,1.0,0.0,0.0,0.03257489762750851
Addison Torres,111,1,319.0,319,319,319.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jordan James945,256,1,319.0,319,319,319.0,0.0,7,5,1,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Grace Long,120,3,319.0,294,344,319.0,25.0,20,15,4,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.038461538461538464
Christian Anderson,316,4,319.25,288,338,325.5,23.286262044390035,26,18,8,0.5,0,0,0,0,4,1.0,0.0,0.0,0.041175541883399606
Joel Lee,221,3,319.3333333333333,303,334,321.0,15.56705923844749,20,14,5,0.5128205128205128,0,0,0,0,3,1.0,0.0,0.0,0.06036074270074926
